tableid,name,phonenumber,location,empgroup,function,gender,tenure,tenuregrp,experienceyymm,maritalstatus,ageinyy,hiringsource,promoted,jobrolematch,stayleft
811,Shiv,9876544345,Lagos,B2,Operation,Female,2.0899999,> 1 & < =3,3.0899999,Marr.,27.049999,Direct,Not Promoted,Yes,Stay
812,Shiv,9876544345,Lagos,B1,Support,Male,2.0899999,> 1 & < =3,4,Single,25.110001,Agency,Promoted,Yes,Stay
813,Shiv,9876544345,Kaduna,B1,Operation,Female,2.0999999,> 1 & < =3,2.0999999,Marr.,29.110001,Direct,Not Promoted,Yes,Stay
814,Shiv,9876544345,Lagos,B2,Operation,Female,2.0899999,> 1 & < =3,9.1000004,Marr.,32.099998,Direct,Not Promoted,Yes,Stay
815,Shiv,9876544345,Lagos,B2,Operation,Male,2.0999999,> 1 & < =3,8.1000004,Marr.,32.060001,Direct,Promoted,Yes,Stay
816,Shiv,9876544345,Kano,B1,Operation,Male,2.0999999,> 1 & < =3,5.1100001,Single,28.07,Direct,Promoted,No,Left
817,Shiv,9876544345,Enugu,B1,Operation,Male,2.0999999,> 1 & < =3,2.0999999,Single,25.09,Direct,Not Promoted,Yes,Stay
818,Shiv,9876544345,Lagos,B1,Operation,Female,2.0999999,> 1 & < =3,4.02,Marr.,24.08,Agency,Not Promoted,Yes,Stay
819,Shiv,9876544345,Abuja,B2,Operation,Male,2.0899999,> 1 & < =3,8.0900002,Single,36.060001,Employee Referral,Not Promoted,No,Left
820,Shiv,9876544345,Lagos,B1,Operation,Female,2.0999999,> 1 & < =3,4.0999999,Single,26.059999,Agency,Not Promoted,No,Left
821,Shiv,9876544345,Abuja,B2,Operation,Male,2.0999999,> 1 & < =3,6.0100002,Marr.,29.08,Direct,Not Promoted,Yes,Left
822,Shiv,9876544345,Kano,B3,Operation,Male,2.0999999,> 1 & < =3,9.04,Marr.,36.080002,Agency,Not Promoted,No,Left
823,Shiv,9876544345,Kano,B2,Operation,Male,2.0999999,> 1 & < =3,8.0200005,Marr.,33.110001,Agency,Not Promoted,Yes,Stay
824,Shiv,9876544345,Ibadan,B2,Operation,Female,2.0999999,> 1 & < =3,8,Marr.,30.09,Employee Referral,Not Promoted,Yes,Stay
825,Shiv,9876544345,Abuja,B3,Operation,Male,2.0999999,> 1 & < =3,9.1000004,Single,33.02,Agency,Not Promoted,No,Left
826,Shiv,9876544345,Kano,B1,Operation,Male,2.0999999,> 1 & < =3,2.0999999,Single,24.1,Direct,Not Promoted,Yes,Stay
827,Shiv,9876544345,Lagos,B1,Operation,Male,2.0999999,> 1 & < =3,2.0999999,Single,25.07,Direct,Not Promoted,Yes,Stay
828,Shiv,9876544345,Lagos,B1,Operation,Male,2.0999999,> 1 & < =3,6.02,Single,27.07,Agency,Not Promoted,Yes,Stay
829,Shiv,9876544345,Port Harcourt,B2,Operation,Male,2.0999999,> 1 & < =3,10.06,Marr.,38.09,Agency,Promoted,No,Stay
830,Shiv,9876544345,Lagos,B3,Operation,Male,2.0999999,> 1 & < =3,10.07,Marr.,35.07,Agency,Promoted,No,Stay
831,Shiv,9876544345,Kano,B2,Operation,Male,2.0999999,> 1 & < =3,7.0500002,Marr.,39.009998,Agency,Promoted,Yes,Stay
832,Shiv,9876544345,Lagos,B1,Operation,Female,2.0999999,> 1 & < =3,2.0999999,Single,25.049999,Direct,Promoted,Yes,Stay
833,Shiv,9876544345,Kano,B1,Operation,Male,2.0999999,> 1 & < =3,4.0999999,Single,28.049999,Direct,Promoted,No,Left
834,Shiv,9876544345,Lagos,B1,Operation,Male,2.1099999,> 1 & < =3,2.1099999,Single,26.1,Direct,Not Promoted,Yes,Stay
835,Shiv,9876544345,Lagos,B1,Operation,Male,2.1099999,> 1 & < =3,2.1099999,Single,27.08,Direct,Not Promoted,No,Left
836,Shiv,9876544345,Abuja,B1,Operation,Male,2.1099999,> 1 & < =3,2.1099999,Single,26.07,Direct,Not Promoted,No,Left
837,Shiv,9876544345,Abuja,B1,Operation,Female,3,> 1 & < =3,3,Single,26.01,Direct,Not Promoted,Yes,Stay
838,Shiv,9876544345,Kano,B1,Operation,Male,3,> 1 & < =3,3,Single,28.08,Direct,Promoted,Yes,Stay
839,Shiv,9876544345,Lagos,B1,Operation,Female,2.1099999,> 1 & < =3,2.1099999,Single,25.049999,Direct,Not Promoted,Yes,Stay
840,Shiv,9876544345,Abuja,B1,Operation,Female,2.1099999,> 1 & < =3,2.1099999,Single,26.040001,Direct,Not Promoted,Yes,Stay
841,Shiv,9876544345,Ibadan,B1,Operation,Male,2.0999999,> 1 & < =3,2.0999999,Single,28.09,Direct,Not Promoted,Yes,Stay
842,Shiv,9876544345,Abuja,B2,Operation,Male,2.1099999,> 1 & < =3,8.1099997,Marr.,35.060001,Direct,Not Promoted,Yes,Stay
843,Shiv,9876544345,Abuja,B2,Operation,Male,2.0999999,> 1 & < =3,8.0200005,Marr.,30.02,Employee Referral,Not Promoted,Yes,Stay
844,Shiv,9876544345,Enugu,B1,Operation,Male,2.1099999,> 1 & < =3,2.1099999,Single,26.09,Direct,Not Promoted,No,Left
845,Shiv,9876544345,Lagos,B2,Operation,Male,2.1099999,> 1 & < =3,8.1099997,Marr.,31.040001,Employee Referral,Not Promoted,Yes,Stay
846,Shiv,9876544345,Kano,B1,Operation,Female,2.1099999,> 1 & < =3,3.04,Marr.,25.01,Direct,Not Promoted,No,Left
847,Shiv,9876544345,Abuja,B1,Operation,Male,2.1099999,> 1 & < =3,7.04,Marr.,30.049999,Direct,Not Promoted,Yes,Stay
848,Shiv,9876544345,Kano,B1,Operation,Male,2.0999999,> 1 & < =3,2.0999999,Single,25.02,Direct,Not Promoted,Yes,Stay
849,Shiv,9876544345,Ibadan,B1,Operation,Male,2.1099999,> 1 & < =3,3.0699999,Single,31.07,Direct,Not Promoted,Yes,Stay
850,Shiv,9876544345,Lagos,B1,Operation,Male,2.0999999,> 1 & < =3,9,Marr.,35.049999,Direct,Promoted,Yes,Stay
851,Shiv,9876544345,Lagos,B1,Operation,Male,2.1099999,> 1 & < =3,5.1100001,Single,28.07,Agency,Promoted,No,Left
852,Shiv,9876544345,Abuja,B2,Operation,Male,2.1099999,> 1 & < =3,6.0300002,Marr.,31,Direct,Not Promoted,Yes,Stay
853,Shiv,9876544345,Lagos,B1,Operation,Male,2.1099999,> 1 & < =3,5.1100001,Single,29.01,Direct,Not Promoted,Yes,Stay
854,Shiv,9876544345,Lagos,B2,Operation,Male,2.1099999,> 1 & < =3,8,Single,28.09,Agency,Not Promoted,Yes,Stay
855,Shiv,9876544345,Kano,B1,Operation,Male,2.1099999,> 1 & < =3,2.1099999,Single,25.02,Direct,Not Promoted,No,Left
856,Shiv,9876544345,Lagos,B1,Operation,Male,2.1099999,> 1 & < =3,5.0700002,Single,28.07,Direct,Promoted,No,Left
857,Shiv,9876544345,Kano,B1,Operation,Male,2.1099999,> 1 & < =3,6.0500002,Single,30.030001,Direct,Promoted,No,Left
858,Shiv,9876544345,Abuja,B2,Operation,Male,2.1099999,> 1 & < =3,11.03,Marr.,35.110001,Direct,Promoted,No,Stay
859,Shiv,9876544345,Lagos,B1,Operation,Male,3,> 1 & < =3,6.02,Single,27.059999,Employee Referral,Promoted,Yes,Stay
860,Shiv,9876544345,Lagos,B2,Operation,Male,2.1099999,> 1 & < =3,12.01,Single,30.07,Employee Referral,Promoted,Yes,Stay
861,Shiv,9876544345,Lagos,B1,Operation,Female,3,> 1 & < =3,5.04,Single,27.030001,Direct,Promoted,Yes,Stay
862,Shiv,9876544345,Lagos,B2,Operation,Male,3,> 1 & < =3,8,Marr.,32.029999,Agency,Promoted,No,Stay
863,Shiv,9876544345,Ibadan,B1,Operation,Male,3,> 1 & < =3,7,Marr.,32.049999,Agency,Promoted,No,Stay
864,Shiv,9876544345,Abuja,B2,Operation,Male,3,> 1 & < =3,5.0799999,Single,30,Direct,Not Promoted,No,Left
865,Shiv,9876544345,Enugu,B2,Operation,Male,3,> 1 & < =3,8,Single,29.059999,Direct,Promoted,Yes,Stay
866,Shiv,9876544345,Abuja,B2,Operation,Male,3,> 1 & < =3,8.0699997,Marr.,34.07,Agency,Not Promoted,Yes,Stay
867,Shiv,9876544345,Kano,B2,Operation,Female,2.1099999,> 1 & < =3,7.0700002,Marr.,29.1,Agency,Not Promoted,No,Left
868,Shiv,9876544345,Kano,B1,Operation,Male,3,> 1 & < =3,7,Marr.,32.09,Agency,Not Promoted,No,Left
869,Shiv,9876544345,Kano,B1,Operation,Male,3,> 1 & < =3,3,Single,25.059999,Direct,Promoted,Yes,Stay
870,Shiv,9876544345,Lagos,B1,Operation,Male,3,> 1 & < =3,6,Single,27.110001,Direct,Promoted,Yes,Stay
871,Shiv,9876544345,Lagos,B1,Operation,Female,3,> 1 & < =3,7.0599999,Marr.,29.059999,Direct,Promoted,Yes,Stay
872,Shiv,9876544345,Abuja,B1,Operation,Male,3,> 1 & < =3,7.02,Marr.,28.059999,Direct,Promoted,No,Stay
873,Shiv,9876544345,Kano,B1,Operation,Female,3,> 1 & < =3,7,Marr.,28.059999,Direct,Promoted,No,Stay
874,Shiv,9876544345,Kano,B1,Operation,Male,3,> 1 & < =3,4.0500002,Marr.,26.08,Direct,Promoted,No,Left
875,Shiv,9876544345,Port Harcourt,B1,Operation,Male,3,> 1 & < =3,5.02,Marr.,29.059999,Agency,Promoted,No,Stay
876,Shiv,9876544345,Abuja,B2,Operation,Female,3,> 1 & < =3,6.04,Marr.,29.049999,Agency,Promoted,No,Stay
877,Shiv,9876544345,Abuja,B2,Operation,Male,3,> 1 & < =3,7,Single,31.110001,Agency,Promoted,Yes,Stay
878,Shiv,9876544345,Kano,B1,Operation,Male,3,> 1 & < =3,5,Single,26.07,Direct,Promoted,Yes,Stay
879,Shiv,9876544345,Abuja,B1,Operation,Male,3,> 1 & < =3,4.02,Single,27.040001,Direct,Promoted,Yes,Stay
880,Shiv,9876544345,Lagos,B1,Operation,Male,0,< =1,3.0699999,Single,27.08,Direct,Not Promoted,No,Left
881,Shiv,9876544345,Kano,B1,Operation,Male,.029999999,< =1,3.03,Single,28.030001,Agency,Promoted,No,Left
882,Shiv,9876544345,Kano,B1,Operation,Female,.039999999,< =1,2.04,Single,23.01,Direct,Promoted,No,Left
883,Shiv,9876544345,Lagos,B1,Operation,Female,.039999999,< =1,3.0699999,Marr.,27.02,Agency,Promoted,No,Stay
884,Shiv,9876544345,Abuja,B2,Support,Female,.059999999,< =1,5.0599999,Marr.,29.030001,Employee Referral,Not Promoted,Yes,Stay
885,Shiv,9876544345,Lagos,B1,Operation,Male,.07,< =1,1.0700001,Single,22.07,Direct,Promoted,No,Left
886,Shiv,9876544345,Kano,B1,Operation,Male,.1,< =1,5.04,Marr.,28.110001,Agency,Promoted,No,Left
887,Rahul,9876544345,Kano,B1,Operation,Female,.11,< =1,4,Single,22.08,Direct,Promoted,Yes,Stay
888,Rahul,9876544345,Abuja,D2,Operation,Female,1.05,> 1 & < =3,6,Marr.,29.01,Direct,Promoted,Yes,Stay
889,Rahul,9876544345,Lagos,B1,Support,Male,1.0700001,> 1 & < =3,4.0900002,Single,27.110001,Direct,Promoted,No,Left
890,Rahul,9876544345,Abuja,B1,Operation,Male,1.08,> 1 & < =3,4.02,Single,27.01,Direct,Promoted,No,Left
891,Rahul,9876544345,Lagos,B1,Operation,Female,2,> 1 & < =3,2,Sep.,24.07,Direct,Promoted,No,Left
892,Rahul,9876544345,Enugu,B1,Operation,Male,.079999998,< =1,3.0799999,Single,27.07,Direct,Promoted,Yes,Stay
893,Rahul,9876544345,Maiduguri,B1,Operation,Female,.059999999,< =1,3.0599999,Marr.,25.02,Direct,Promoted,No,Left
894,Rahul,9876544345,Ibadan,B1,Operation,Female,.059999999,< =1,,NTBD,30,Direct,Promoted,No,Stay
895,Rahul,9876544345,Maiduguri,B1,Operation,Male,.029999999,< =1,.029999999,Single,22.049999,Direct,Not Promoted,No,Left
896,Rahul,9876544345,Maiduguri,B1,Operation,Male,.029999999,< =1,.029999999,Single,22.059999,Direct,Not Promoted,,Stay
897,Rahul,9876544345,Maiduguri,B1,Operation,Male,.029999999,< =1,.029999999,Single,24.059999,Direct,Not Promoted,Yes,Stay
898,Rahul,9876544345,Maiduguri,B1,Operation,Female,.029999999,< =1,.029999999,Single,21.09,Direct,Not Promoted,Yes,Stay
899,Rahul,9876544345,Maiduguri,B1,Operation,Female,.029999999,< =1,.029999999,Single,22.02,Direct,Not Promoted,Yes,Left
900,Rahul,9876544345,Maiduguri,B1,Operation,Female,.029999999,< =1,.029999999,Single,22.01,Direct,Not Promoted,,Left
901,Rahul,9876544345,Maiduguri,B1,Operation,Female,.029999999,< =1,.029999999,Single,22.02,Direct,Not Promoted,Yes,Stay
902,Rahul,9876544345,Enugu,B2,Operation,Male,.02,< =1,10.02,Marr.,32.080002,Direct,Not Promoted,No,Stay
